"",".variable","DMU","Year","Age","Sex","a","k","s","i",".value",".lower",".upper",".width",".point",".interval"
"2011","Hest","M4",2012,"Y","F",2,8,1,7,6240.86583447466,3123.80514587075,7430.30644399201,0.9,"median","qi"
"2012","HS","M4",2012,"Y","F",2,8,1,7,0.902452595700379,0.819141174509342,0.921314679256844,0.9,"median","qi"
"2013","N","M4",2012,"Y","F",2,8,1,7,41150.6134968685,31823.5559512342,79249.7317046939,0.9,"median","qi"
"2014","NS","M4",2012,"Y","F",2,8,1,7,0.814247565262488,0.63912722930674,0.929814369957262,0.9,"median","qi"
"2015","Report","M4",2012,"Y","F",2,8,1,7,0.509945425968634,0.378013250359527,0.976129131202353,0.9,"median","qi"
"2016","Hest","W1",2012,"Y","F",2,8,1,8,5036.51338666577,3151.54540296214,6421.42356577609,0.9,"median","qi"
"2017","HS","W1",2012,"Y","F",2,8,1,8,0.873721423185517,0.817605082078906,0.893179389104469,0.9,"median","qi"
"2018","N","W1",2012,"Y","F",2,8,1,8,35882.0517392999,25532.5977098792,47138.9439014462,0.9,"median","qi"
"2019","NS","W1",2012,"Y","F",2,8,1,8,0.537652568437994,0.411288850779957,0.982680255336331,0.9,"median","qi"
"2020","Report","W1",2012,"Y","F",2,8,1,8,0.686634151011631,0.543686755877057,0.985792497255658,0.9,"median","qi"
"2021","Hest","W2",2012,"Y","F",2,8,1,9,3882.403452309,3343.33435651598,5155.47636105299,0.9,"median","qi"
"2022","HS","W2",2012,"Y","F",2,8,1,9,0.904044409690477,0.870579112946973,0.937190677012732,0.9,"median","qi"
"2023","N","W2",2012,"Y","F",2,8,1,9,37293.6805289415,30181.6887065206,70482.0131728279,0.9,"median","qi"
"2024","NS","W2",2012,"Y","F",2,8,1,9,0.416385202468618,0.13261471511888,0.988461567951092,0.9,"median","qi"
"2025","Report","W2",2012,"Y","F",2,8,1,9,0.795265502220691,0.569939309629637,0.91565458161366,0.9,"median","qi"
"2026","Hest","E1",2012,"Y","M",2,8,2,1,3881.07226686238,3174.57888565529,4615.52383605372,0.9,"median","qi"
"2027","HS","E1",2012,"Y","M",2,8,2,1,0.859119643721104,0.822129756942798,0.877101861102181,0.9,"median","qi"
"2028","N","E1",2012,"Y","M",2,8,2,1,25765.9599703126,23553.6083112204,31442.9683813008,0.9,"median","qi"
"2029","NS","E1",2012,"Y","M",2,8,2,1,0.982361360429131,0.757223488972207,0.998680112144424,0.9,"median","qi"
"2030","Report","E1",2012,"Y","M",2,8,2,1,0.799457294263541,0.685394748968442,0.958215182415038,0.9,"median","qi"
"2031","Hest","E2",2012,"Y","M",2,8,2,2,4934.10940787972,4416.92864295004,6370.85732729406,0.9,"median","qi"
"2032","HS","E2",2012,"Y","M",2,8,2,2,0.79923443417693,0.743285354684931,0.844962607741724,0.9,"median","qi"
"2033","N","E2",2012,"Y","M",2,8,2,2,25272.1572411364,22283.6837968386,29951.083397602,0.9,"median","qi"
"2034","NS","E2",2012,"Y","M",2,8,2,2,0.9619012414802,0.910015206311218,0.99383712040572,0.9,"median","qi"
"2035","Report","E2",2012,"Y","M",2,8,2,2,0.781125150116401,0.670310747823252,0.955387049202168,0.9,"median","qi"
"2036","Hest","E3",2012,"Y","M",2,8,2,3,5544.98122598425,5029.30959605381,6284.12917830903,0.9,"median","qi"
"2037","HS","E3",2012,"Y","M",2,8,2,3,0.800988368567971,0.737560318092623,0.836427845487668,0.9,"median","qi"
"2038","N","E3",2012,"Y","M",2,8,2,3,28202.8079873727,21764.7505105972,34512.3878006318,0.9,"median","qi"
"2039","NS","E3",2012,"Y","M",2,8,2,3,0.968372905687286,0.948308945342539,0.98363038231732,0.9,"median","qi"
"2040","Report","E3",2012,"Y","M",2,8,2,3,0.763562175908767,0.613212819054677,0.851075779316641,0.9,"median","qi"
"2041","Hest","M1",2012,"Y","M",2,8,2,4,9434.07460541711,7148.44100074141,11651.048870925,0.9,"median","qi"
"2042","HS","M1",2012,"Y","M",2,8,2,4,0.701185237540499,0.60629116561037,0.846905000902412,0.9,"median","qi"
"2043","N","M1",2012,"Y","M",2,8,2,4,34187.0082496491,24270.0334964632,49097.4799491079,0.9,"median","qi"
"2044","NS","M1",2012,"Y","M",2,8,2,4,0.916744177988551,0.794891581206528,0.998955246324934,0.9,"median","qi"
"2045","Report","M1",2012,"Y","M",2,8,2,4,0.50013050040423,0.41103201507228,0.641395828653763,0.9,"median","qi"
"2046","Hest","M2",2012,"Y","M",2,8,2,5,9540.33965179277,8198.90923753879,13550.4009497232,0.9,"median","qi"
"2047","HS","M2",2012,"Y","M",2,8,2,5,0.756112738348966,0.637937769961665,0.842814603400563,0.9,"median","qi"
"2048","N","M2",2012,"Y","M",2,8,2,5,49612.6133183293,23502.1446293331,59029.4571309696,0.9,"median","qi"
"2049","NS","M2",2012,"Y","M",2,8,2,5,0.935405452160203,0.734394212925476,0.999625739467282,0.9,"median","qi"
"2050","Report","M2",2012,"Y","M",2,8,2,5,0.662891280630886,0.485735638579111,0.730001496705175,0.9,"median","qi"
"2051","Hest","M3",2012,"Y","M",2,8,2,6,6358.7315160633,4994.8486541685,17644.4102859079,0.9,"median","qi"
"2052","HS","M3",2012,"Y","M",2,8,2,6,0.723330104040546,0.515970236426847,0.86677737781773,0.9,"median","qi"
"2053","N","M3",2012,"Y","M",2,8,2,6,34172.0654943789,21289.2107519461,40261.5317876663,0.9,"median","qi"
"2054","NS","M3",2012,"Y","M",2,8,2,6,0.657286133426699,0.238859532577516,0.984657335669138,0.9,"median","qi"
"2055","Report","M3",2012,"Y","M",2,8,2,6,0.468434332368328,0.204603861095602,0.609853844229541,0.9,"median","qi"
"2056","Hest","M4",2012,"Y","M",2,8,2,7,10819.709293196,9160.01693817416,14762.9750982796,0.9,"median","qi"
"2057","HS","M4",2012,"Y","M",2,8,2,7,0.727919369996132,0.689102769421926,0.762781165224687,0.9,"median","qi"
"2058","N","M4",2012,"Y","M",2,8,2,7,38360.6139433997,33658.0857809923,55982.6724658369,0.9,"median","qi"
"2059","NS","M4",2012,"Y","M",2,8,2,7,0.916029174379342,0.696313796117425,0.96484435819636,0.9,"median","qi"
"2060","Report","M4",2012,"Y","M",2,8,2,7,0.484308522155194,0.364554771062065,0.577908127224373,0.9,"median","qi"
"2061","Hest","W1",2012,"Y","M",2,8,2,8,9833.27062230225,8450.59339459638,12347.8402733858,0.9,"median","qi"
"2062","HS","W1",2012,"Y","M",2,8,2,8,0.682911801361354,0.634575962811112,0.740537780673658,0.9,"median","qi"
"2063","N","W1",2012,"Y","M",2,8,2,8,32361.348125183,26965.7517260227,37642.066055831,0.9,"median","qi"
"2064","NS","W1",2012,"Y","M",2,8,2,8,0.73280420934403,0.495013027005412,0.991446483868923,0.9,"median","qi"
"2065","Report","W1",2012,"Y","M",2,8,2,8,0.485829893394364,0.367718346575299,0.566075406791128,0.9,"median","qi"
"2066","Hest","W2",2012,"Y","M",2,8,2,9,9793.30365595414,7733.58157622681,11483.5634086637,0.9,"median","qi"
"2067","HS","W2",2012,"Y","M",2,8,2,9,0.717376867891765,0.656911107938815,0.87848243631605,0.9,"median","qi"
"2068","N","W2",2012,"Y","M",2,8,2,9,35683.0063193141,31259.8573160037,67213.0430925494,0.9,"median","qi"
"2069","NS","W2",2012,"Y","M",2,8,2,9,0.485805969818478,0.281874118904196,0.994217572276146,0.9,"median","qi"
"2070","Report","W2",2012,"Y","M",2,8,2,9,0.491424713480032,0.431124739923346,0.608349689736766,0.9,"median","qi"
"2071","Hest","E1",2013,"Y","F",2,9,1,1,1331.42844077486,1154.83192359047,1835.38641148158,0.9,"median","qi"
"2072","HS","E1",2013,"Y","F",2,9,1,1,0.953352978128363,0.91079963391746,0.962917313321823,0.9,"median","qi"
"2073","N","E1",2013,"Y","F",2,9,1,1,26990.3538442978,20021.4264290159,33526.7638601637,0.9,"median","qi"
"2074","NS","E1",2013,"Y","F",2,9,1,1,0.939239499659225,0.00806647507713744,0.990104595535449,0.9,"median","qi"
"2075","Report","E1",2013,"Y","F",2,9,1,1,0.718950266233379,0.580212728140109,0.842347927106536,0.9,"median","qi"
"2076","Hest","E2",2013,"Y","F",2,9,1,2,1719.25628914721,1397.93523793987,2691.38443956224,0.9,"median","qi"
"2077","HS","E2",2013,"Y","F",2,9,1,2,0.93511666675257,0.865009625837708,0.946089679698265,0.9,"median","qi"
"2078","N","E2",2013,"Y","F",2,9,1,2,24873.9675320731,19519.1382043627,29652.6312034733,0.9,"median","qi"
"2079","NS","E2",2013,"Y","F",2,9,1,2,0.47249274810571,0.211428432922915,0.956198107914076,0.9,"median","qi"
"2080","Report","E2",2013,"Y","F",2,9,1,2,0.754519926902214,0.542761878197668,0.917885868562035,0.9,"median","qi"
"2081","Hest","E3",2013,"Y","F",2,9,1,3,2138.79813485845,1854.63490057022,2428.87197047394,0.9,"median","qi"
"2082","HS","E3",2013,"Y","F",2,9,1,3,0.9327724296745,0.863723206071437,0.948872859675815,0.9,"median","qi"
"2083","N","E3",2013,"Y","F",2,9,1,3,31518.3023184016,16848.8274465679,38000.0456759056,0.9,"median","qi"
"2084","NS","E3",2013,"Y","F",2,9,1,3,0.525002682371651,0.0574883053150416,0.983849270690389,0.9,"median","qi"
"2085","Report","E3",2013,"Y","F",2,9,1,3,0.784128515557399,0.687768740958646,0.892622895655943,0.9,"median","qi"
"2086","Hest","M1",2013,"Y","F",2,9,1,4,3916.30727515963,3333.29440135055,4697.74763919848,0.9,"median","qi"
"2087","HS","M1",2013,"Y","F",2,9,1,4,0.865428400991053,0.821049324248508,0.947172380480016,0.9,"median","qi"
"2088","N","M1",2013,"Y","F",2,9,1,4,29674.9703659169,25110.1403831717,65883.1083502063,0.9,"median","qi"
"2089","NS","M1",2013,"Y","F",2,9,1,4,0.494071100557436,0.0974273884420751,0.950914556961663,0.9,"median","qi"
"2090","Report","M1",2013,"Y","F",2,9,1,4,0.804024657193418,0.682560414754942,0.887351926649404,0.9,"median","qi"
"2091","Hest","M2",2013,"Y","F",2,9,1,5,3634.15679291565,3230.16664809529,5544.40160147225,0.9,"median","qi"
"2092","HS","M2",2013,"Y","F",2,9,1,5,0.885302198598835,0.860988784475245,0.944791139022845,0.9,"median","qi"
"2093","N","M2",2013,"Y","F",2,9,1,5,41716.0674845347,26131.6259676429,64500.0335250267,0.9,"median","qi"
"2094","NS","M2",2013,"Y","F",2,9,1,5,0.754926015376128,0.0698304529679981,0.961121405881582,0.9,"median","qi"
"2095","Report","M2",2013,"Y","F",2,9,1,5,0.840988199989568,0.621773109448692,0.971573938779589,0.9,"median","qi"
"2096","Hest","M3",2013,"Y","F",2,9,1,6,2425.10344606547,2059.28389726028,7455.90032766943,0.9,"median","qi"
"2097","HS","M3",2013,"Y","F",2,9,1,6,0.892733481824383,0.802786416955129,0.936719820206919,0.9,"median","qi"
"2098","N","M3",2013,"Y","F",2,9,1,6,31672.166464494,20813.4949163362,41023.4941226413,0.9,"median","qi"
"2099","NS","M3",2013,"Y","F",2,9,1,6,0.583628907927366,0.000953444892028261,0.773392688508445,0.9,"median","qi"
"2100","Report","M3",2013,"Y","F",2,9,1,6,0.853361226958427,0.338428712298672,0.966529020701246,0.9,"median","qi"
"2101","Hest","M4",2013,"Y","F",2,9,1,7,4820.63154851524,3164.97538277147,6034.18679665298,0.9,"median","qi"
"2102","HS","M4",2013,"Y","F",2,9,1,7,0.900644577998039,0.83368777651045,0.916836477348445,0.9,"median","qi"
"2103","N","M4",2013,"Y","F",2,9,1,7,37046.131462698,30108.108683392,59957.5489797223,0.9,"median","qi"
"2104","NS","M4",2013,"Y","F",2,9,1,7,0.403154830864332,0.017478226784777,0.820528349894367,0.9,"median","qi"
"2105","Report","M4",2013,"Y","F",2,9,1,7,0.720411039444813,0.582431430760058,0.942446078460095,0.9,"median","qi"
"2106","Hest","W1",2013,"Y","F",2,9,1,8,3816.24706656812,3156.90747479566,4664.57658807492,0.9,"median","qi"
"2107","HS","W1",2013,"Y","F",2,9,1,8,0.869082460369989,0.832824993982095,0.891460440202422,0.9,"median","qi"
"2108","N","W1",2013,"Y","F",2,9,1,8,29128.0320920997,23738.9673102933,34470.9961994533,0.9,"median","qi"
"2109","NS","W1",2013,"Y","F",2,9,1,8,0.556089398666902,0.00515456741794697,0.82364160807882,0.9,"median","qi"
"2110","Report","W1",2013,"Y","F",2,9,1,8,0.844564885302545,0.738555944723439,0.966056914686148,0.9,"median","qi"
"2111","Hest","W2",2013,"Y","F",2,9,1,9,3472.06351515298,3048.1497654301,4067.79437287024,0.9,"median","qi"
"2112","HS","W2",2013,"Y","F",2,9,1,9,0.894551124200178,0.877254962578722,0.943256512582278,0.9,"median","qi"
"2113","N","W2",2013,"Y","F",2,9,1,9,34191.3962621131,28410.2208507068,58031.3604415118,0.9,"median","qi"
"2114","NS","W2",2013,"Y","F",2,9,1,9,0.544959562914515,0.00112272589893166,0.862702154599693,0.9,"median","qi"
"2115","Report","W2",2013,"Y","F",2,9,1,9,0.8396830278836,0.719366916807962,0.90865247352296,0.9,"median","qi"
"2116","Hest","E1",2013,"Y","M",2,9,2,1,3122.05009440408,2855.73597192152,4614.7813011604,0.9,"median","qi"
"2117","HS","E1",2013,"Y","M",2,9,2,1,0.855119862559692,0.833295085108483,0.884691969916631,0.9,"median","qi"
"2118","N","E1",2013,"Y","M",2,9,2,1,21058.8446540588,18356.2473611012,34607.3990333751,0.9,"median","qi"
"2119","NS","E1",2013,"Y","M",2,9,2,1,0.967474876123149,0.0207498441737632,0.992846456409518,0.9,"median","qi"
"2120","Report","E1",2013,"Y","M",2,9,2,1,0.912979972113658,0.622526840288603,0.975145680481075,0.9,"median","qi"
"2121","Hest","E2",2013,"Y","M",2,9,2,2,4221.39786156909,3805.76207363577,6028.82043895275,0.9,"median","qi"
"2122","HS","E2",2013,"Y","M",2,9,2,2,0.803347920983468,0.765348712057395,0.828109591104069,0.9,"median","qi"
"2123","N","E2",2013,"Y","M",2,9,2,2,21194.2688396065,18760.494503567,32123.6310404328,0.9,"median","qi"
"2124","NS","E2",2013,"Y","M",2,9,2,2,0.627413904167244,0.404958917145078,0.967388371228231,0.9,"median","qi"
"2125","Report","E2",2013,"Y","M",2,9,2,2,0.900113833787795,0.648613563722976,0.973142209081773,0.9,"median","qi"
"2126","Hest","E3",2013,"Y","M",2,9,2,3,4150.85857392386,3631.1183372584,6949.10244898318,0.9,"median","qi"
"2127","HS","E3",2013,"Y","M",2,9,2,3,0.7959682177393,0.76025763132292,0.841580985318348,0.9,"median","qi"
"2128","N","E3",2013,"Y","M",2,9,2,3,19901.9190418005,16204.6541070293,40152.3862074006,0.9,"median","qi"
"2129","NS","E3",2013,"Y","M",2,9,2,3,0.670884946486305,0.136684737253806,0.987777383637947,0.9,"median","qi"
"2130","Report","E3",2013,"Y","M",2,9,2,3,0.859137156185771,0.531326770760403,0.943928039160204,0.9,"median","qi"
"2131","Hest","M1",2013,"Y","M",2,9,2,4,6161.65747018388,5015.61638446558,12525.8243789612,0.9,"median","qi"
"2132","HS","M1",2013,"Y","M",2,9,2,4,0.723819195871867,0.624389951010745,0.826148805429222,0.9,"median","qi"
"2133","N","M1",2013,"Y","M",2,9,2,4,29162.5655153215,20140.4450871088,34242.420449584,0.9,"median","qi"
"2134","NS","M1",2013,"Y","M",2,9,2,4,0.703732116195652,0.181191229554273,0.962867947620231,0.9,"median","qi"
"2135","Report","M1",2013,"Y","M",2,9,2,4,0.67952510852574,0.365704969245802,0.789968550056538,0.9,"median","qi"
"2136","Hest","M2",2013,"Y","M",2,9,2,5,7831.47506568947,6799.00366062442,11200.1111132996,0.9,"median","qi"
"2137","HS","M2",2013,"Y","M",2,9,2,5,0.775859173481567,0.652978512985248,0.821889642730669,0.9,"median","qi"
"2138","N","M2",2013,"Y","M",2,9,2,5,35026.6492453963,30429.2730887458,40173.5870808291,0.9,"median","qi"
"2139","NS","M2",2013,"Y","M",2,9,2,5,0.888896013166094,0.131026266680863,0.971053773783946,0.9,"median","qi"
"2140","Report","M2",2013,"Y","M",2,9,2,5,0.750493144070299,0.581475182982776,0.831048433377174,0.9,"median","qi"
"2141","Hest","M3",2013,"Y","M",2,9,2,6,5022.04139132567,3635.23453381111,18235.8646054434,0.9,"median","qi"
"2142","HS","M3",2013,"Y","M",2,9,2,6,0.690107526422298,0.537045368751195,0.87881681459311,0.9,"median","qi"
"2143","N","M3",2013,"Y","M",2,9,2,6,28958.1569448507,15418.8696645129,41785.4458631695,0.9,"median","qi"
"2144","NS","M3",2013,"Y","M",2,9,2,6,0.689703198208811,0.0024495360453717,0.837054647743915,0.9,"median","qi"
"2145","Report","M3",2013,"Y","M",2,9,2,6,0.600532871675883,0.156216242118402,0.834702232643931,0.9,"median","qi"
"2146","Hest","M4",2013,"Y","M",2,9,2,7,9547.10511592184,6809.96307626006,11172.5288233562,0.9,"median","qi"
"2147","HS","M4",2013,"Y","M",2,9,2,7,0.729716538671975,0.690612037007413,0.765316005027464,0.9,"median","qi"
"2148","N","M4",2013,"Y","M",2,9,2,7,34958.5136307441,25957.5494261915,40956.138724919,0.9,"median","qi"
"2149","NS","M4",2013,"Y","M",2,9,2,7,0.576150930980867,0.0461507631031448,0.864683732875178,0.9,"median","qi"
"2150","Report","M4",2013,"Y","M",2,9,2,7,0.52914531505896,0.426310761934491,0.787127951065206,0.9,"median","qi"
"2151","Hest","W1",2013,"Y","M",2,9,2,8,8569.05783714476,5398.03443681213,10303.5824620683,0.9,"median","qi"
"2152","HS","W1",2013,"Y","M",2,9,2,8,0.687991992573289,0.613785485602302,0.760601280219485,0.9,"median","qi"
"2153","N","W1",2013,"Y","M",2,9,2,8,24409.6835906041,20114.4110882485,31965.158533103,0.9,"median","qi"
"2154","NS","W1",2013,"Y","M",2,9,2,8,0.639924677368988,0.0138118144227095,0.897828200686321,0.9,"median","qi"
"2155","Report","W1",2013,"Y","M",2,9,2,8,0.526542839457643,0.410477285439979,0.799606281387362,0.9,"median","qi"
"2156","Hest","W2",2013,"Y","M",2,9,2,9,8057.7995828334,5514.24606513839,11643.2608134945,0.9,"median","qi"
"2157","HS","W2",2013,"Y","M",2,9,2,9,0.703817660244319,0.660036673334856,0.889906515287474,0.9,"median","qi"
"2158","N","W2",2013,"Y","M",2,9,2,9,35300.6925941434,24080.9339994703,53163.3059501163,0.9,"median","qi"
"2159","NS","W2",2013,"Y","M",2,9,2,9,0.610854760616441,0.00292817789689945,0.92688702931652,0.9,"median","qi"
"2160","Report","W2",2013,"Y","M",2,9,2,9,0.613364824117428,0.359157625810991,0.831978717135077,0.9,"median","qi"
"2161","Hest","E1",2014,"Y","F",2,10,1,1,1232.40191741191,1087.5832083714,1763.54042150576,0.9,"median","qi"
"2162","HS","E1",2014,"Y","F",2,10,1,1,0.956012891685811,0.917997312241443,0.970094637678148,0.9,"median","qi"
"2163","N","E1",2014,"Y","F",2,10,1,1,26376.3103841546,21051.2379861776,38545.1008555834,0.9,"median","qi"
"2164","NS","E1",2014,"Y","F",2,10,1,1,0.881313010357639,0.714409121208173,0.953375260731649,0.9,"median","qi"
"2165","Report","E1",2014,"Y","F",2,10,1,1,0.770687191798624,0.611632291090395,0.954249894763363,0.9,"median","qi"
"2166","Hest","E2",2014,"Y","F",2,10,1,2,1689.11723799343,1239.10694495257,2522.28908102106,0.9,"median","qi"
"2167","HS","E2",2014,"Y","F",2,10,1,2,0.942435195372748,0.874977576488315,0.954506680683307,0.9,"median","qi"
"2168","N","E2",2014,"Y","F",2,10,1,2,23379.9192545503,19742.3322968443,36903.4609393937,0.9,"median","qi"
"2169","NS","E2",2014,"Y","F",2,10,1,2,0.698157836672056,0.282255771158369,0.992619410304878,0.9,"median","qi"
"2170","Report","E2",2014,"Y","F",2,10,1,2,0.799777996756875,0.567881262362807,0.976534922887166,0.9,"median","qi"
"2171","Hest","E3",2014,"Y","F",2,10,1,3,1888.48754164339,1682.86247313241,2241.22018618842,0.9,"median","qi"
"2172","HS","E3",2014,"Y","F",2,10,1,3,0.937906310515452,0.874390443309482,0.959839327427895,0.9,"median","qi"
"2173","N","E3",2014,"Y","F",2,10,1,3,28626.8637711001,17078.0767800083,45856.03725991,0.9,"median","qi"
"2174","NS","E3",2014,"Y","F",2,10,1,3,0.830507694058718,0.327686637919781,0.980301497484298,0.9,"median","qi"
"2175","Report","E3",2014,"Y","F",2,10,1,3,0.880107773429016,0.724538598185994,0.945650873988303,0.9,"median","qi"
"2176","Hest","M1",2014,"Y","F",2,10,1,4,3411.75258494926,2957.74313345852,3954.03323798283,0.9,"median","qi"
"2177","HS","M1",2014,"Y","F",2,10,1,4,0.888024013131451,0.836111127831542,0.949970011948986,0.9,"median","qi"
"2178","N","M1",2014,"Y","F",2,10,1,4,31361.435425235,22632.8134868307,62446.09255046,0.9,"median","qi"
"2179","NS","M1",2014,"Y","F",2,10,1,4,0.666942876479843,0.0779074601644383,0.998370095773886,0.9,"median","qi"
"2180","Report","M1",2014,"Y","F",2,10,1,4,0.882641720748449,0.716753252576682,0.952699637046809,0.9,"median","qi"
"2181","Hest","M2",2014,"Y","F",2,10,1,5,3417.89717844299,3072.69336664765,4774.38703739239,0.9,"median","qi"
"2182","HS","M2",2014,"Y","F",2,10,1,5,0.901941800336788,0.874268909941817,0.949058687681327,0.9,"median","qi"
"2183","N","M2",2014,"Y","F",2,10,1,5,38728.8048186397,29467.3256719196,65193.9076576096,0.9,"median","qi"
"2184","NS","M2",2014,"Y","F",2,10,1,5,0.715314820758601,0.0558840096175874,0.9994564926717,0.9,"median","qi"
"2185","Report","M2",2014,"Y","F",2,10,1,5,0.940975375517852,0.659608119589195,0.978532541601988,0.9,"median","qi"
"2186","Hest","M3",2014,"Y","F",2,10,1,6,1885.7548740047,1566.40604695643,6077.551202423,0.9,"median","qi"
"2187","HS","M3",2014,"Y","F",2,10,1,6,0.898208140492164,0.835241784748281,0.940682748082294,0.9,"median","qi"
"2188","N","M3",2014,"Y","F",2,10,1,6,29273.1170170582,15471.038213992,38916.5715756129,0.9,"median","qi"
"2189","NS","M3",2014,"Y","F",2,10,1,6,0.303833783846729,0.187823516015221,0.562661724958379,0.9,"median","qi"
"2190","Report","M3",2014,"Y","F",2,10,1,6,0.93770649226315,0.39807745922747,0.975951242458863,0.9,"median","qi"
"2191","Hest","M4",2014,"Y","F",2,10,1,7,4346.72065926462,2775.23958884524,5402.06670504312,0.9,"median","qi"
"2192","HS","M4",2014,"Y","F",2,10,1,7,0.906948436786574,0.848309228956636,0.933550719241002,0.9,"median","qi"
"2193","N","M4",2014,"Y","F",2,10,1,7,39140.1341323106,28820.1845788809,58249.453693859,0.9,"median","qi"
"2194","NS","M4",2014,"Y","F",2,10,1,7,0.350029490860078,0.235278021538272,0.941372372285882,0.9,"median","qi"
"2195","Report","M4",2014,"Y","F",2,10,1,7,0.850877911128409,0.695840461930105,0.954748400198736,0.9,"median","qi"
"2196","Hest","W1",2014,"Y","F",2,10,1,8,2962.77087152954,2564.34837970342,3441.44936808527,0.9,"median","qi"
"2197","HS","W1",2014,"Y","F",2,10,1,8,0.875248804047348,0.846256277448815,0.912546697199754,0.9,"median","qi"
"2198","N","W1",2014,"Y","F",2,10,1,8,24649.2558167899,21078.9755155459,30768.3984028534,0.9,"median","qi"
"2199","NS","W1",2014,"Y","F",2,10,1,8,0.550816132149138,0.144653706420796,0.782983912405193,0.9,"median","qi"
"2200","Report","W1",2014,"Y","F",2,10,1,8,0.921198905998441,0.823712876955317,0.973722973329746,0.9,"median","qi"
"2201","Hest","W2",2014,"Y","F",2,10,1,9,2818.12595812011,2098.33865886026,3332.77307736485,0.9,"median","qi"
"2202","HS","W2",2014,"Y","F",2,10,1,9,0.909850415921856,0.886693337851737,0.946450160115125,0.9,"median","qi"
"2203","N","W2",2014,"Y","F",2,10,1,9,34575.3576725764,19878.1898728934,51276.8723926462,0.9,"median","qi"
"2204","NS","W2",2014,"Y","F",2,10,1,9,0.30974220021281,0.118182180093581,0.77031972392124,0.9,"median","qi"
"2205","Report","W2",2014,"Y","F",2,10,1,9,0.879533301872787,0.766808093802061,0.971559306780079,0.9,"median","qi"
"2206","Hest","E1",2014,"Y","M",2,10,2,1,2912.1893773248,2553.52818266161,4237.54112349409,0.9,"median","qi"
"2207","HS","E1",2014,"Y","M",2,10,2,1,0.865767518092433,0.840061259525653,0.90597279119794,0.9,"median","qi"
"2208","N","E1",2014,"Y","M",2,10,2,1,21225.843595581,16690.6760750142,39209.4150693341,0.9,"median","qi"
"2209","NS","E1",2014,"Y","M",2,10,2,1,0.927552439618751,0.863070856728442,0.971572240128013,0.9,"median","qi"
"2210","Report","E1",2014,"Y","M",2,10,2,1,0.931177931326356,0.591922843917955,0.982450598690197,0.9,"median","qi"
"2211","Hest","E2",2014,"Y","M",2,10,2,2,3795.18744814478,3253.68498801406,5891.54964870614,0.9,"median","qi"
"2212","HS","E2",2014,"Y","M",2,10,2,2,0.817770752187439,0.780757313150247,0.857253843366314,0.9,"median","qi"
"2213","N","E2",2014,"Y","M",2,10,2,2,19628.9731332471,17206.4679628086,38713.0848716745,0.9,"median","qi"
"2214","NS","E2",2014,"Y","M",2,10,2,2,0.748987608499875,0.43347899972266,0.997100696387826,0.9,"median","qi"
"2215","Report","E2",2014,"Y","M",2,10,2,2,0.918594806079426,0.616498643605783,0.981138289357997,0.9,"median","qi"
"2216","Hest","E3",2014,"Y","M",2,10,2,3,3435.4701462518,3078.40456315662,6506.93986421578,0.9,"median","qi"
"2217","HS","E3",2014,"Y","M",2,10,2,3,0.809539081185631,0.773533555029627,0.872524791298743,0.9,"median","qi"
"2218","N","E3",2014,"Y","M",2,10,2,3,17377.0836894097,14800.190912648,47609.3965916985,0.9,"median","qi"
"2219","NS","E3",2014,"Y","M",2,10,2,3,0.865534566510133,0.489141376667069,0.992310052859291,0.9,"median","qi"
"2220","Report","E3",2014,"Y","M",2,10,2,3,0.890822414168992,0.500017266428957,0.951627233413814,0.9,"median","qi"
"2221","Hest","M1",2014,"Y","M",2,10,2,4,4881.1556409206,4135.62761923796,11132.0364846948,0.9,"median","qi"
"2222","HS","M1",2014,"Y","M",2,10,2,4,0.741009850341723,0.672875460933928,0.837492535679071,0.9,"median","qi"
"2223","N","M1",2014,"Y","M",2,10,2,4,25213.9789802917,17113.8933391163,36773.9942800767,0.9,"median","qi"
"2224","NS","M1",2014,"Y","M",2,10,2,4,0.725100149736775,0.145169318574595,0.999383916844002,0.9,"median","qi"
"2225","Report","M1",2014,"Y","M",2,10,2,4,0.734654224682764,0.337364688335137,0.83210374693941,0.9,"median","qi"
"2226","Hest","M2",2014,"Y","M",2,10,2,5,6471.37135379291,5786.81063906887,10710.6235848813,0.9,"median","qi"
"2227","HS","M2",2014,"Y","M",2,10,2,5,0.788840351098012,0.699689060375962,0.835900483018056,0.9,"median","qi"
"2228","N","M2",2014,"Y","M",2,10,2,5,33625.5932138434,28212.1335293146,40546.5453247548,0.9,"median","qi"
"2229","NS","M2",2014,"Y","M",2,10,2,5,0.772843144190958,0.107509654249704,0.999794173480939,0.9,"median","qi"
"2230","Report","M2",2014,"Y","M",2,10,2,5,0.796371615156271,0.549699359467417,0.868882406497833,0.9,"median","qi"
"2231","Hest","M3",2014,"Y","M",2,10,2,6,3485.23937686103,2925.36636628396,15581.5856874424,0.9,"median","qi"
"2232","HS","M3",2014,"Y","M",2,10,2,6,0.700608163619779,0.589805850172671,0.885873930458637,0.9,"median","qi"
"2233","N","M3",2014,"Y","M",2,10,2,6,25456.832777414,10555.9559233439,39687.802477808,0.9,"median","qi"
"2234","NS","M3",2014,"Y","M",2,10,2,6,0.495567057243432,0.235047390598475,0.725260575471545,0.9,"median","qi"
"2235","Report","M3",2014,"Y","M",2,10,2,6,0.679633465698292,0.140407882123698,0.85536780514562,0.9,"median","qi"
